CIM一级分类,CIM二级分类,CIM三级分类,ID,Location,所属园区名称,建筑名称,建设阶段,模型精度
时空基础数据,三维模型,建筑三维模型,QHTimes_T11,"178611.53481509537,142278.88322742656,5165.72",地铁前海时代,地铁前海时代广场11栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T12,"169253.10000000172,142731.9000000134,5165.72",地铁前海时代,地铁前海时代广场12栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T14,"178188.2006351021,147104.68694469891,5165.72",地铁前海时代,地铁前海时代广场14栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T15,"177870.6999999995,152359.1000000015,5165.72",地铁前海时代,地铁前海时代广场15栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T16,"170408.1999999995,152349.80000001378,5165.72",地铁前海时代,地铁前海时代广场16栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T17,"170629.77515893872,157177.19809496775,5165.72",地铁前海时代,地铁前海时代广场17栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T18,"178029.4503175828,156970.1359918341,5165.72",地铁前海时代,地铁前海时代广场18栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T19,"177870.70000011008,161646.07198382728,5165.72",地铁前海时代,地铁前海时代广场19栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T20,"171190.0751585781,161978.7968249526,5165.72",地铁前海时代,地铁前海时代广场20栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T21,"156518.14904749044,200812.34777746722,20714.9",地铁前海时代,地铁前海时代广场21栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T22,"150910.77515870566,194519.68567441218,20714.9",地铁前海时代,地铁前海时代广场22栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T23,"186231.37888995698,204550.04938812926,1971.52",地铁前海时代,地铁前海时代广场23栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T24,"186175.7786471222,198881.36699683964,2001.71",地铁前海时代,地铁前海时代广场24栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T25,"186250.0862501678,174327.7191091329,1986.72",地铁前海时代,地铁前海时代广场25栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T26,"149385.17388885957,185115.36944368854,1986.71",地铁前海时代,地铁前海时代广场26栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T27,"186513.0842690356,194409.45985955186,17518.7",地铁前海时代,地铁前海时代广场27栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T28,"186256.62216601777,184511.63810021244,15570.2",地铁前海时代,地铁前海时代广场28栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T29,"147714.51867749565,153650.96708997153,15218.7",地铁前海时代,地铁前海时代广场29栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T30,"146782.97026499058,146795.281957509,15218.7",地铁前海时代,地铁前海时代广场30栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T31,"144656.40190490521,140668.31486751325,15218.7",地铁前海时代,地铁前海时代广场31栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T32,"142719.8000000033,134905.39746005088,13910",地铁前海时代,地铁前海时代广场32栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T33,"141771.75031737424,128298.5465075355,15327.4",地铁前海时代,地铁前海时代广场33栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T34,"147050.78322754125,130381.1031750869,15439.699999999999",地铁前海时代,地铁前海时代广场34栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T35,"158790.7895773009,127297.23545000888,15405.000000000002",地铁前海时代,地铁前海时代广场35栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T36,"161326.21740741306,122307.11169256829,15715.4",地铁前海时代,地铁前海时代广场36栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T37,"157501.79999999818,137701.80000001565,18009.899999999998",地铁前海时代,地铁前海时代广场37栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_T38,"151188.90126991319,138847.54904750735,18028.7",地铁前海时代,地铁前海时代广场38栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Foundtown_LHCSC,"185790.04650748102,189268.75031748787,2175.25",地铁前海时代,前海深港基金小镇龙海文体中心,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHTimes_Kindergarten,"161215.60000000172,164321.1999999825,2756.85",地铁前海时代,地铁前海时代广场幼儿园,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,GW4Substation,"210091.02248771233,200689.9782406632,2670",桂湾四变电站,桂湾四变电站,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_U03TT3,"39011.999999999534,153372.99999999814,9433",前海嘉里商务中心,前海嘉里商务中心三期T3公寓,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_U02TT5,"43015.00000000233,150408.9999999851,10675",前海嘉里商务中心,前海嘉里商务中心二期T5公寓,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_U01TT6,"48241.99999999837,146427.9999999795,11502",前海嘉里商务中心,前海嘉里商务中心一期T6公寓,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_U04TT1,"43795.000000001164,139916.0000000149,15202.000000000002",前海嘉里商务中心,前海嘉里商务中心四期T1写字楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_U04TT4,"33796.000000002095,143435.99999998696,15365",前海嘉里商务中心,前海嘉里商务中心四期T4商业,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_TT7,"53303.000000002794,140927.00000000186,9611",前海嘉里商务中心,前海嘉里商务中心T7办公楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiCenter_TT8,"47239.0000000014,131108.9999999851,14705.000000000002",前海嘉里商务中心,前海嘉里商务中心T8办公楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,JialiSquare_T01,"32814.90508012357,127153.69047499262,10000",前海嘉里建设广场,前海嘉里建设广场1栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,Lantian_TT2,"39608.399999997346,112935.90000001714,10000",银海蓝天华庭,银海蓝天华庭T2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Lantian_TT3,"35630.067090078956,113654.51677241363,10000",银海蓝天华庭,银海蓝天华庭T3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Lantian_TT1,"35696.89999999828,118986.70000000857,10000",银海蓝天华庭,银海蓝天华庭T1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jiaokewen,"-7589.470078615705,73764.99237990938,10000",国际教科文中心,国际教科文中心,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,Museum,"-51377.60000000126,69383.39999997988,6784.999999999999",国深博物馆,国深博物馆,CProgress-C,CIM5
时空基础数据,三维模型,建筑三维模型,Xinyi_t01,"57813.000000000466,120147.99999999814,13841",信义科技大厦,信义科技大厦1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Xinyi_t02,"59365.00000000233,126427.00000000186,5282",信义科技大厦,信义科技大厦2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Xinyi_t03,"62217.9999999993,131825,5582",信义科技大厦,信义科技大厦3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Xinyi_t04,"66834.99999999767,128241.99999999255,5284",信义科技大厦,信义科技大厦4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SKYWORTH_T01,"64059.74650743883,116626.99619005434,13385",创维海外发展大厦,创维海外发展大厦1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SKYWORTH_T02,"72094.00000000023,125675,7086",创维海外发展大厦,创维海外发展大厦2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SPC1stCircuitCourt,"83180.4999999993,115121.40000001527,4445",最高人民法院第一巡回法庭（第一国际商事法庭）,最高人民法院第一巡回法庭（第一国际商事法庭）,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Hengchang_West,"54758.600000001024,110659.7000000067,15000",恒昌科技大厦,恒昌科技大厦西区,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Hengchang_East,"69582.0000000007,96989.09999998286,15244",恒昌科技大厦,恒昌科技大厦东区,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Fazhi,"48869.69999999856,101967.10000000894,5792",法治大厦,法治大厦,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,QHjingji_West,"36781.260000000475,89090.6500000041,14929.699999999999",中集精英创盛世项目,前海精集西座,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,QHjingji_East,"43430.259999999544,82677.81000002287,12643.5",中集精英创盛世项目,前海精集东座,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,QHchuangji,"29979.470000002766,81771.40999999829,12028.7",中集精英创盛世项目,前海创集,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,QHshengji,"24337.280000001192,75856.0099999886,14929.699999999999",中集精英创盛世项目,前海盛集,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,QHshiji,"30414.730000001146,69206.74000000581,10416.1",中集精英创盛世项目,前海世集,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,QHyingji_South,"43420.3600000008,68884.95000000112,6282.46",中集精英创盛世项目,前海英集南座,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,QHyingji_North,"50999.339999997756,74558.79999999888,24708.2",中集精英创盛世项目,前海英集北座,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,Firestation,"39367.9999999993,63002.99999997951,878.9999999999999",前海消防站,前海消防站,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T01,"112261.39555507107,85021.37452387251,10000",前海中集国际商务中心,前海中集国际商务中心1栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T02,"108187.20253988286,75417.42357127368,10000",前海中集国际商务中心,前海中集国际商务中心2栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T03,"116327.76802160661,81429.78539494798,10000",前海中集国际商务中心,前海中集国际商务中心3栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T04,"118588.18543619709,85693.31369069405,10000",前海中集国际商务中心,前海中集国际商务中心4栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T05,"93129.87325380673,108460.88277883828,10000",前海中集国际商务中心,前海中集国际商务中心5栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,ZhongjiIBC_T06,"86603.22230118909,97046.50507997721,10000",前海中集国际商务中心,前海中集国际商务中心6栋,CProgress-A,CIM3
时空基础数据,三维模型,建筑三维模型,Fhldg,"73357.0000000007,77579.99999998137,22517",前海金融控股总部大楼,前海金融控股总部大楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,SGzongbu_T01,"17551.505714980885,54026.05384811759,5669",三小镇,深港总部经济平台1栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T02,"9341.421217645984,61432.791296206415,1847",三小镇,深港总部经济平台2栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T03,"7523.702988523291,57266.45584627986,1847",三小镇,深港总部经济平台3栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T04,"3727.0000000018626,60352.00000000186,1730.9999999999998",三小镇,深港总部经济平台4栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T05,"8653.999999997905,55439.99999999069,1730.9999999999998",三小镇,深港总部经济平台5栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T06,"1496.999999997206,57327.00000000186,3031",三小镇,深港总部经济平台6栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGzongbu_T07,"6790.336719917832,53144.290661253035,3031",三小镇,深港总部经济平台7栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T01,"20089.933451852994,46492.7452375181,15275",三小镇,深港数字平台1栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T02,"5874.418846936896,58674.50952506624,1847",三小镇,深港数字平台2栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T03,"15509.9324358569,49423.37160273455,1847",三小镇,深港数字平台3栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T04,"12014.166200894397,52795.24968252517,1421",三小镇,深港数字平台4栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T05,"13246.582592529012,51575.66582001746,1421",三小镇,深港数字平台5栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T06,"14187.581830495037,50606.082719471306,1421",三小镇,深港数字平台6栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T07,"12893.402082822286,45401.183134363964,1535",三小镇,深港数字平台7栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T08,"11833.766997035127,44455.47506567091,1535",三小镇,深港数字平台8栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T09,"10714.912962552626,43167.818220332265,1535",三小镇,深港数字平台9栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T10,"12280.307340755826,41112.35856404528,1847",三小镇,深港数字平台10栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T11,"13318.138345540501,42535.99237995222,1847",三小镇,深港数字平台11栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGshuzi_T12,"15389.110151788918,40523.28558135778,2049",三小镇,深港数字平台12栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGfuwu_T01,"9262.672254629433,36863.869443768635,15158.000000000002",三小镇,深港专业服务业平台1栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGfuwu_T02,"4368.746507412288,40353.80797558464,8358",三小镇,深港专业服务业平台2栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,SGfuwu_T03,"6220.621031348128,41671.99491998181,1262",三小镇,深港专业服务业平台3栋,CProgress-C,CIM3
时空基础数据,三维模型,建筑三维模型,HarrowSchool_Foreign,"-4267.9999999993015,49479.000000003725,6595.999999999999",前海哈罗国际学校,外籍人员子女学校,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,HarrowSchool_LideTeaching,"-15444.000000000233,35941.0000000149,3981",前海哈罗国际学校,礼德高级中学教学楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,HarrowSchool_LideDormitory,"-24957.0000000007,41970.999999996275,4304",前海哈罗国际学校,礼德高级中学宿舍楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U01,"-11409.999999997672,26968.000000016764,11772",润峯府,润峯府1号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U02,"-11335.999999998603,21899.00000002235,8982",润峯府,润峯府2号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U03,"-6865.999999997439,17235.99999998696,8982",润峯府,润峯府3号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U04,"-3059.9999999976717,21629.000000003725,11958",润峯府,润峯府4号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U05,"1746.999999997206,26595.999999996275,14100",润峯府,润峯府5号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U06,"-1482.0000000006985,30954.999999981374,11427",润峯府,润峯府6号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Runfeng_U07,"-6877.000000001863,29822.999999998137,11772",润峯府,润峯府7号楼,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCsouth_T01,"33069.00000000023,36485.00000000931,19683",前海深港青年梦工场南区,前海深港青年梦工场南区1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MGCsouth_T02,"28842.9999999993,30410.99999998696,8131",前海深港青年梦工场南区,前海深港青年梦工场南区2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,MACALLINE,"139007.75158748147,82973.82330051623,1898.9999999999998",红星美凯龙,红星美凯龙,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,QHICC,"166051.00000000093,63220.999999996275,3154",前海国际会议中心,前海国际会议中心,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Shengang_UA,"109201.07814769144,41629.41105738282,1630.9999999999998",前海深港创新中心,前海深港创新中心A组团,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Shengang_UB,"104287.18046250287,47979.807364195585,1410",前海深港创新中心,前海深港创新中心B组团,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Shengang_UC,"112748.49936496466,54595.33672002144,1410",前海深港创新中心,前海深港创新中心C组团,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Shengang_UD,"118507.66836010735,48359.49936504476,1230",前海深港创新中心,前海深港创新中心D组团,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U01,"134521.9999999972,50666.99999999255,1268",前海深港青年梦工场,前海深港青年梦工场1号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U02,"142859.00000000256,58675,1000",前海深港青年梦工场,前海深港青年梦工场2号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U03,"140838.00000000047,62547.99999999814,1585",前海深港青年梦工场,前海深港青年梦工场3号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U04,"135378.0000000028,67381.00000000559,1147",前海深港青年梦工场,前海深港青年梦工场4号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U05,"129905.51858438412,54937.24841247313,1233",前海深港青年梦工场,前海深港青年梦工场5号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U06,"131912.08703747834,64450.27017183602,1233",前海深港青年梦工场,前海深港青年梦工场6号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U07,"125598.45965627464,58955.32909994945,1233",前海深港青年梦工场,前海深港青年梦工场7号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U08,"133396.9999999972,71054.99999998137,1131",前海深港青年梦工场,前海深港青年梦工场8号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U09,"129369.00000000023,74514.00000001304,2410",前海深港青年梦工场,前海深港青年梦工场9号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,MGC_U10,"121036.99999999953,65172.99999999814,2845",前海深港青年梦工场,前海深港青年梦工场10号楼,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,QHShowroom,"166253.0000000028,30989.00000001304,2324",前海展示厅,前海展示厅,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T01,"150605.99999999977,38133.9999999851,1329",企业公馆（含特区馆）,企业公馆1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T02,"147625,34935.00000000931,1329",企业公馆（含特区馆）,企业公馆2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T03,"145173.99999999907,37062.999999988824,943",企业公馆（含特区馆）,企业公馆3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T04,"147171.9999999972,40752.99999997951,1342",企业公馆（含特区馆）,企业公馆4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T05,"144489.0000000014,43800.99999997765,1342",企业公馆（含特区馆）,企业公馆5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T06,"141459.00000000256,40554.99999998137,1364",企业公馆（含特区馆）,企业公馆6栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T07,"141811.99999999953,46318.99999999441,911",企业公馆（含特区馆）,企业公馆7栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T08,"139750,43762.999999988824,1342",企业公馆（含特区馆）,企业公馆8栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,EnterpriseMansion_T09,"137896.0000000021,42754.000000003725,911",企业公馆（含特区馆）,企业公馆9栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,VankeTQG,"150050,48595.00000001863,1063",企业公馆（含特区馆）,万科特区馆,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SJCY_North,"-49543.723991152365,11930.313055496663,5043",前海深港设计创意产业园,前海深港设计创意产业园北区,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,SJCY_South,"-44145.45000260114,-2192.2099814284593,4822",前海深港设计创意产业园,前海深港设计创意产业园南区,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jiushang_TA,"-5791.200000001118,-29202.99999997951,4825",玖尚公寓,玖尚公寓A栋,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Jiushang_TB,"2052.0000000018626,-36879.000000003725,4466",玖尚公寓,玖尚公寓B栋,CProgress-E,CIM5
时空基础数据,三维模型,建筑三维模型,Rongxi_T01,"-4126.655659766402,-63587.66963002272,16500",嵘玺家园,嵘玺家园1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Rongxi_T02,"-4948.999999999069,-58447.00000002049,8800",嵘玺家园,嵘玺家园2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Rongxi_T03,"463.00000000046566,-60618.000000016764,10800",嵘玺家园,嵘玺家园3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Rongxi_T04,"6134.999999997672,-69510.99999998696,10300",嵘玺家园,嵘玺家园4栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Rongxi_T05,"11678.000000002794,-71672.00000002049,10300",嵘玺家园,嵘玺家园5栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Lingxi_T01,"14157.000000000698,-78202.00000000186,15000",招商领玺家园,招商领玺家园1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Lingxi_T02,"20147.999999998137,-80129.00000000373,15000",招商领玺家园,招商领玺家园2栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Lingxi_T03,"23692.9999999993,-84904.99999998137,13000",招商领玺家园,招商领玺家园3栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Lingxi_T04,"21009.99999999767,-87954.00000000373,1400",招商领玺家园,招商领玺家园4栋(幼儿园),CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,ZimaoCenter_TA,"-8546.999999997206,-86854.00000000373,11000",自贸时代中心,自贸时代中心A座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,ZimaoCenter_TB,"-16614.000000001397,-94216.99999999255,27000",自贸时代中心,自贸时代中心B座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,ZimaoCenter_TC,"-22109.00000000256,-85081.99999998324,28200",自贸时代中心,自贸时代中心C座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jingmao_U01TA,"-9790.999999997439,-106208.9999999851,10500",招商局前海经贸中心,招商局前海经贸中心一期A座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jingmao_U01TB,"-7338.000000000466,-113168.99999999441,14800",招商局前海经贸中心,招商局前海经贸中心一期B座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jingmao_U02TA,"6364.000000001397,-101097.00000002049,10500",招商局前海经贸中心,招商局前海经贸中心二期A座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jingmao_U02TB,"1002.0000000018626,-107035.00000000931,9800",招商局前海经贸中心,招商局前海经贸中心二期B座,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Jingmao_U03,"-909.0000000025611,-95779.00000000373,3400",招商局前海经贸中心,招商局前海经贸中心三期,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Xiwanli_T01,"49204.999999998836,-80604.00000000373,7000",颐城栖湾里,颐城栖湾里1栋,CProgress-E,CIM3
时空基础数据,三维模型,建筑三维模型,Xiwanli_T02,"54909.00000000256,-86135.00000000931,7000",颐城栖湾里,颐城栖湾里2栋,CProgress-E,CIM3
